,before_days,average_count,num,SVVD,FLOW
0,0.0,12.0,large,IC10-QNV-151 S,新港_南沙
1,1.0,6.0,large,IC10-QNV-151 S,新港_南沙
2,2.0,19.0,large,IC10-QNV-151 S,新港_南沙
3,3.0,3.0,large,IC10-QNV-151 S,新港_南沙
4,4.0,39.0,large,IC10-QNV-151 S,新港_南沙
5,5.0,6.0,large,IC10-QNV-151 S,新港_南沙
6,6.0,2.0,large,IC10-QNV-151 S,新港_南沙
7,7.0,5.0,large,IC10-QNV-151 S,新港_南沙
8,9.0,1.0,large,IC10-QNV-151 S,新港_南沙
9,14.0,8.0,large,IC10-QNV-151 S,新港_南沙
10,15.0,31.0,large,IC10-QNV-151 S,新港_南沙
0,0.0,14.0,large,IC10-R27-061 S,新港_南沙
1,1.0,37.0,large,IC10-R27-061 S,新港_南沙
2,2.0,55.0,large,IC10-R27-061 S,新港_南沙
3,3.0,27.0,large,IC10-R27-061 S,新港_南沙
4,4.0,42.0,large,IC10-R27-061 S,新港_南沙
5,5.0,6.0,large,IC10-R27-061 S,新港_南沙
6,6.0,2.0,large,IC10-R27-061 S,新港_南沙
7,7.0,5.0,large,IC10-R27-061 S,新港_南沙
8,8.0,8.0,large,IC10-R27-061 S,新港_南沙
9,9.0,29.0,large,IC10-R27-061 S,新港_南沙
10,14.0,8.0,large,IC10-R27-061 S,新港_南沙
11,15.0,31.0,large,IC10-R27-061 S,新港_南沙
0,0.0,24.0,large,IC10-R3N-080 S,新港_南沙
1,1.0,76.0,large,IC10-R3N-080 S,新港_南沙
2,2.0,77.0,large,IC10-R3N-080 S,新港_南沙
3,3.0,47.0,large,IC10-R3N-080 S,新港_南沙
4,4.0,44.0,large,IC10-R3N-080 S,新港_南沙
5,5.0,10.0,large,IC10-R3N-080 S,新港_南沙
6,6.0,2.0,large,IC10-R3N-080 S,新港_南沙
7,7.0,5.0,large,IC10-R3N-080 S,新港_南沙
8,8.0,8.0,large,IC10-R3N-080 S,新港_南沙
9,9.0,29.0,large,IC10-R3N-080 S,新港_南沙
10,10.0,2.0,large,IC10-R3N-080 S,新港_南沙
11,11.0,43.0,large,IC10-R3N-080 S,新港_南沙
12,14.0,8.0,large,IC10-R3N-080 S,新港_南沙
13,15.0,31.0,large,IC10-R3N-080 S,新港_南沙
0,0.0,39.0,large,IC10-QB3-055 S,新港_南沙
1,1.0,118.0,large,IC10-QB3-055 S,新港_南沙
2,2.0,89.0,large,IC10-QB3-055 S,新港_南沙
3,3.0,56.0,large,IC10-QB3-055 S,新港_南沙
4,4.0,44.0,large,IC10-QB3-055 S,新港_南沙
5,5.0,10.0,large,IC10-QB3-055 S,新港_南沙
6,6.0,2.0,large,IC10-QB3-055 S,新港_南沙
7,7.0,23.0,large,IC10-QB3-055 S,新港_南沙
8,8.0,14.0,large,IC10-QB3-055 S,新港_南沙
9,9.0,32.0,large,IC10-QB3-055 S,新港_南沙
10,10.0,11.0,large,IC10-QB3-055 S,新港_南沙
11,11.0,43.0,large,IC10-QB3-055 S,新港_南沙
12,14.0,8.0,large,IC10-QB3-055 S,新港_南沙
13,15.0,31.0,large,IC10-QB3-055 S,新港_南沙
14,17.0,6.0,large,IC10-QB3-055 S,新港_南沙
15,18.0,17.0,large,IC10-QB3-055 S,新港_南沙
0,0.0,64.0,large,IC10-Q40-105 S,新港_南沙
1,1.0,163.0,large,IC10-Q40-105 S,新港_南沙
2,2.0,124.0,large,IC10-Q40-105 S,新港_南沙
3,3.0,59.0,large,IC10-Q40-105 S,新港_南沙
4,4.0,47.0,large,IC10-Q40-105 S,新港_南沙
5,5.0,10.0,large,IC10-Q40-105 S,新港_南沙
6,6.0,8.0,large,IC10-Q40-105 S,新港_南沙
7,7.0,23.0,large,IC10-Q40-105 S,新港_南沙
8,8.0,14.0,large,IC10-Q40-105 S,新港_南沙
9,9.0,32.0,large,IC10-Q40-105 S,新港_南沙
10,10.0,19.0,large,IC10-Q40-105 S,新港_南沙
11,11.0,43.0,large,IC10-Q40-105 S,新港_南沙
12,12.0,1.0,large,IC10-Q40-105 S,新港_南沙
13,13.0,4.0,large,IC10-Q40-105 S,新港_南沙
14,14.0,19.0,large,IC10-Q40-105 S,新港_南沙
15,15.0,31.0,large,IC10-Q40-105 S,新港_南沙
16,17.0,6.0,large,IC10-Q40-105 S,新港_南沙
17,18.0,17.0,large,IC10-Q40-105 S,新港_南沙
0,0.0,68.0,large,IC10-R3N-081 S,新港_南沙
1,1.0,169.0,large,IC10-R3N-081 S,新港_南沙
2,2.0,151.0,large,IC10-R3N-081 S,新港_南沙
3,3.0,82.0,large,IC10-R3N-081 S,新港_南沙
4,4.0,61.0,large,IC10-R3N-081 S,新港_南沙
5,5.0,24.0,large,IC10-R3N-081 S,新港_南沙
6,6.0,26.0,large,IC10-R3N-081 S,新港_南沙
7,7.0,26.0,large,IC10-R3N-081 S,新港_南沙
8,8.0,50.0,large,IC10-R3N-081 S,新港_南沙
9,9.0,32.0,large,IC10-R3N-081 S,新港_南沙
10,10.0,19.0,large,IC10-R3N-081 S,新港_南沙
11,11.0,43.0,large,IC10-R3N-081 S,新港_南沙
12,12.0,1.0,large,IC10-R3N-081 S,新港_南沙
13,13.0,19.0,large,IC10-R3N-081 S,新港_南沙
14,14.0,19.0,large,IC10-R3N-081 S,新港_南沙
15,15.0,31.0,large,IC10-R3N-081 S,新港_南沙
16,17.0,6.0,large,IC10-R3N-081 S,新港_南沙
17,18.0,17.0,large,IC10-R3N-081 S,新港_南沙
0,0.0,74.0,large,IC10-R27-062 S,新港_南沙
1,1.0,169.0,large,IC10-R27-062 S,新港_南沙
2,2.0,151.0,large,IC10-R27-062 S,新港_南沙
3,3.0,196.0,large,IC10-R27-062 S,新港_南沙
4,4.0,82.0,large,IC10-R27-062 S,新港_南沙
5,5.0,58.0,large,IC10-R27-062 S,新港_南沙
6,6.0,35.0,large,IC10-R27-062 S,新港_南沙
7,7.0,26.0,large,IC10-R27-062 S,新港_南沙
8,8.0,50.0,large,IC10-R27-062 S,新港_南沙
9,9.0,32.0,large,IC10-R27-062 S,新港_南沙
10,10.0,19.0,large,IC10-R27-062 S,新港_南沙
11,11.0,43.0,large,IC10-R27-062 S,新港_南沙
12,12.0,1.0,large,IC10-R27-062 S,新港_南沙
13,13.0,19.0,large,IC10-R27-062 S,新港_南沙
14,14.0,19.0,large,IC10-R27-062 S,新港_南沙
15,15.0,31.0,large,IC10-R27-062 S,新港_南沙
16,17.0,6.0,large,IC10-R27-062 S,新港_南沙
17,18.0,17.0,large,IC10-R27-062 S,新港_南沙
0,0.0,103.0,large,IC10-QNV-152 S,新港_南沙
1,1.0,233.0,large,IC10-QNV-152 S,新港_南沙
2,2.0,198.0,large,IC10-QNV-152 S,新港_南沙
3,3.0,196.0,large,IC10-QNV-152 S,新港_南沙
4,4.0,84.0,large,IC10-QNV-152 S,新港_南沙
5,5.0,58.0,large,IC10-QNV-152 S,新港_南沙
6,6.0,35.0,large,IC10-QNV-152 S,新港_南沙
7,7.0,26.0,large,IC10-QNV-152 S,新港_南沙
8,8.0,85.0,large,IC10-QNV-152 S,新港_南沙
9,9.0,32.0,large,IC10-QNV-152 S,新港_南沙
10,10.0,19.0,large,IC10-QNV-152 S,新港_南沙
11,11.0,43.0,large,IC10-QNV-152 S,新港_南沙
12,12.0,1.0,large,IC10-QNV-152 S,新港_南沙
13,13.0,19.0,large,IC10-QNV-152 S,新港_南沙
14,14.0,19.0,large,IC10-QNV-152 S,新港_南沙
15,15.0,31.0,large,IC10-QNV-152 S,新港_南沙
16,17.0,6.0,large,IC10-QNV-152 S,新港_南沙
17,18.0,17.0,large,IC10-QNV-152 S,新港_南沙
0,0.0,104.0,large,IC10-R27-063 S,新港_南沙
1,1.0,234.0,large,IC10-R27-063 S,新港_南沙
2,2.0,199.0,large,IC10-R27-063 S,新港_南沙
3,3.0,231.0,large,IC10-R27-063 S,新港_南沙
4,4.0,112.0,large,IC10-R27-063 S,新港_南沙
5,5.0,171.0,large,IC10-R27-063 S,新港_南沙
6,6.0,51.0,large,IC10-R27-063 S,新港_南沙
7,7.0,27.0,large,IC10-R27-063 S,新港_南沙
8,8.0,85.0,large,IC10-R27-063 S,新港_南沙
9,9.0,32.0,large,IC10-R27-063 S,新港_南沙
10,10.0,19.0,large,IC10-R27-063 S,新港_南沙
11,11.0,43.0,large,IC10-R27-063 S,新港_南沙
12,12.0,1.0,large,IC10-R27-063 S,新港_南沙
13,13.0,19.0,large,IC10-R27-063 S,新港_南沙
14,14.0,19.0,large,IC10-R27-063 S,新港_南沙
15,15.0,31.0,large,IC10-R27-063 S,新港_南沙
16,17.0,6.0,large,IC10-R27-063 S,新港_南沙
17,18.0,17.0,large,IC10-R27-063 S,新港_南沙
18,19.0,2.0,large,IC10-R27-063 S,新港_南沙
0,0.0,110.0,large,IC10-QB3-056 S,新港_南沙
1,1.0,272.0,large,IC10-QB3-056 S,新港_南沙
2,2.0,216.0,large,IC10-QB3-056 S,新港_南沙
3,3.0,249.0,large,IC10-QB3-056 S,新港_南沙
4,4.0,119.0,large,IC10-QB3-056 S,新港_南沙
5,5.0,173.0,large,IC10-QB3-056 S,新港_南沙
6,6.0,53.0,large,IC10-QB3-056 S,新港_南沙
7,7.0,27.0,large,IC10-QB3-056 S,新港_南沙
8,8.0,85.0,large,IC10-QB3-056 S,新港_南沙
9,9.0,32.0,large,IC10-QB3-056 S,新港_南沙
10,10.0,19.0,large,IC10-QB3-056 S,新港_南沙
11,11.0,62.0,large,IC10-QB3-056 S,新港_南沙
12,12.0,16.0,large,IC10-QB3-056 S,新港_南沙
13,13.0,19.0,large,IC10-QB3-056 S,新港_南沙
14,14.0,19.0,large,IC10-QB3-056 S,新港_南沙
15,15.0,31.0,large,IC10-QB3-056 S,新港_南沙
16,17.0,6.0,large,IC10-QB3-056 S,新港_南沙
17,18.0,17.0,large,IC10-QB3-056 S,新港_南沙
18,19.0,2.0,large,IC10-QB3-056 S,新港_南沙
0,0.0,112.0,large,IC10-Q40-106 S,新港_南沙
1,1.0,278.0,large,IC10-Q40-106 S,新港_南沙
2,2.0,338.0,large,IC10-Q40-106 S,新港_南沙
3,3.0,259.0,large,IC10-Q40-106 S,新港_南沙
4,4.0,127.0,large,IC10-Q40-106 S,新港_南沙
5,5.0,173.0,large,IC10-Q40-106 S,新港_南沙
6,6.0,53.0,large,IC10-Q40-106 S,新港_南沙
7,7.0,27.0,large,IC10-Q40-106 S,新港_南沙
8,8.0,85.0,large,IC10-Q40-106 S,新港_南沙
9,9.0,32.0,large,IC10-Q40-106 S,新港_南沙
10,10.0,19.0,large,IC10-Q40-106 S,新港_南沙
11,11.0,62.0,large,IC10-Q40-106 S,新港_南沙
12,12.0,16.0,large,IC10-Q40-106 S,新港_南沙
13,13.0,19.0,large,IC10-Q40-106 S,新港_南沙
14,14.0,23.0,large,IC10-Q40-106 S,新港_南沙
15,15.0,31.0,large,IC10-Q40-106 S,新港_南沙
16,17.0,6.0,large,IC10-Q40-106 S,新港_南沙
17,18.0,17.0,large,IC10-Q40-106 S,新港_南沙
18,19.0,2.0,large,IC10-Q40-106 S,新港_南沙
0,0.0,2.0,large,IC9-RIG-102 S,营口_南沙
1,1.0,4.0,large,IC9-RIG-102 S,营口_南沙
2,2.0,1.0,large,IC9-RIG-102 S,营口_南沙
0,0.0,6.0,large,IC9-RFF-391 S,营口_南沙
1,1.0,4.0,large,IC9-RFF-391 S,营口_南沙
2,2.0,1.0,large,IC9-RFF-391 S,营口_南沙
3,3.0,3.0,large,IC9-RFF-391 S,营口_南沙
4,5.0,6.0,large,IC9-RFF-391 S,营口_南沙
5,6.0,4.0,large,IC9-RFF-391 S,营口_南沙
0,0.0,11.0,large,IC9-RZD-216 S,营口_南沙
1,1.0,17.0,large,IC9-RZD-216 S,营口_南沙
2,2.0,12.0,large,IC9-RZD-216 S,营口_南沙
3,3.0,5.0,large,IC9-RZD-216 S,营口_南沙
4,4.0,6.0,large,IC9-RZD-216 S,营口_南沙
5,5.0,6.0,large,IC9-RZD-216 S,营口_南沙
6,6.0,8.0,large,IC9-RZD-216 S,营口_南沙
0,0.0,14.0,large,IC9-Q55-105 S,营口_南沙
1,1.0,23.0,large,IC9-Q55-105 S,营口_南沙
2,2.0,15.0,large,IC9-Q55-105 S,营口_南沙
3,3.0,24.0,large,IC9-Q55-105 S,营口_南沙
4,4.0,20.0,large,IC9-Q55-105 S,营口_南沙
5,5.0,6.0,large,IC9-Q55-105 S,营口_南沙
6,6.0,10.0,large,IC9-Q55-105 S,营口_南沙
0,0.0,19.0,large,IC9-QUB-094 S,营口_南沙
1,1.0,33.0,large,IC9-QUB-094 S,营口_南沙
2,2.0,53.0,large,IC9-QUB-094 S,营口_南沙
3,3.0,25.0,large,IC9-QUB-094 S,营口_南沙
4,4.0,22.0,large,IC9-QUB-094 S,营口_南沙
5,5.0,6.0,large,IC9-QUB-094 S,营口_南沙
6,6.0,10.0,large,IC9-QUB-094 S,营口_南沙
7,9.0,1.0,large,IC9-QUB-094 S,营口_南沙
0,0.0,20.0,large,IC9-RIU-077 S,营口_南沙
1,1.0,55.0,large,IC9-RIU-077 S,营口_南沙
2,2.0,55.0,large,IC9-RIU-077 S,营口_南沙
3,3.0,28.0,large,IC9-RIU-077 S,营口_南沙
4,4.0,25.0,large,IC9-RIU-077 S,营口_南沙
5,5.0,6.0,large,IC9-RIU-077 S,营口_南沙
6,6.0,10.0,large,IC9-RIU-077 S,营口_南沙
7,9.0,1.0,large,IC9-RIU-077 S,营口_南沙
0,0.0,349.0,large,IC29-CAK-165 S,营口_南沙
1,1.0,55.0,large,IC29-CAK-165 S,营口_南沙
2,2.0,55.0,large,IC29-CAK-165 S,营口_南沙
3,3.0,28.0,large,IC29-CAK-165 S,营口_南沙
4,4.0,25.0,large,IC29-CAK-165 S,营口_南沙
5,5.0,6.0,large,IC29-CAK-165 S,营口_南沙
6,6.0,10.0,large,IC29-CAK-165 S,营口_南沙
7,7.0,6.0,large,IC29-CAK-165 S,营口_南沙
8,8.0,16.0,large,IC29-CAK-165 S,营口_南沙
9,9.0,1.0,large,IC29-CAK-165 S,营口_南沙
0,0.0,351.0,large,IC9-QPE-297 S,营口_南沙
1,1.0,55.0,large,IC9-QPE-297 S,营口_南沙
2,2.0,55.0,large,IC9-QPE-297 S,营口_南沙
3,3.0,37.0,large,IC9-QPE-297 S,营口_南沙
4,4.0,26.0,large,IC9-QPE-297 S,营口_南沙
5,5.0,6.0,large,IC9-QPE-297 S,营口_南沙
6,6.0,10.0,large,IC9-QPE-297 S,营口_南沙
7,7.0,6.0,large,IC9-QPE-297 S,营口_南沙
8,8.0,16.0,large,IC9-QPE-297 S,营口_南沙
9,9.0,1.0,large,IC9-QPE-297 S,营口_南沙
0,0.0,352.0,large,IC9-RAC-164 S,营口_南沙
1,1.0,55.0,large,IC9-RAC-164 S,营口_南沙
2,2.0,55.0,large,IC9-RAC-164 S,营口_南沙
3,3.0,40.0,large,IC9-RAC-164 S,营口_南沙
4,4.0,26.0,large,IC9-RAC-164 S,营口_南沙
5,5.0,6.0,large,IC9-RAC-164 S,营口_南沙
6,6.0,10.0,large,IC9-RAC-164 S,营口_南沙
7,7.0,18.0,large,IC9-RAC-164 S,营口_南沙
8,8.0,32.0,large,IC9-RAC-164 S,营口_南沙
9,9.0,1.0,large,IC9-RAC-164 S,营口_南沙
0,0.0,359.0,large,IC9-RT8-099 S,营口_南沙
1,1.0,55.0,large,IC9-RT8-099 S,营口_南沙
2,2.0,59.0,large,IC9-RT8-099 S,营口_南沙
3,3.0,42.0,large,IC9-RT8-099 S,营口_南沙
4,4.0,26.0,large,IC9-RT8-099 S,营口_南沙
5,5.0,6.0,large,IC9-RT8-099 S,营口_南沙
6,6.0,10.0,large,IC9-RT8-099 S,营口_南沙
7,7.0,18.0,large,IC9-RT8-099 S,营口_南沙
8,8.0,32.0,large,IC9-RT8-099 S,营口_南沙
9,9.0,1.0,large,IC9-RT8-099 S,营口_南沙
0,0.0,373.0,large,IC9-RIP-351 S,营口_南沙
1,1.0,67.0,large,IC9-RIP-351 S,营口_南沙
2,2.0,60.0,large,IC9-RIP-351 S,营口_南沙
3,3.0,42.0,large,IC9-RIP-351 S,营口_南沙
4,4.0,26.0,large,IC9-RIP-351 S,营口_南沙
5,5.0,6.0,large,IC9-RIP-351 S,营口_南沙
6,6.0,10.0,large,IC9-RIP-351 S,营口_南沙
7,7.0,18.0,large,IC9-RIP-351 S,营口_南沙
8,8.0,32.0,large,IC9-RIP-351 S,营口_南沙
9,9.0,1.0,large,IC9-RIP-351 S,营口_南沙
0,0.0,374.0,large,IC9-RIG-103 S,营口_南沙
1,1.0,67.0,large,IC9-RIG-103 S,营口_南沙
2,2.0,62.0,large,IC9-RIG-103 S,营口_南沙
3,3.0,42.0,large,IC9-RIG-103 S,营口_南沙
4,4.0,26.0,large,IC9-RIG-103 S,营口_南沙
5,5.0,6.0,large,IC9-RIG-103 S,营口_南沙
6,6.0,10.0,large,IC9-RIG-103 S,营口_南沙
7,7.0,42.0,large,IC9-RIG-103 S,营口_南沙
8,8.0,34.0,large,IC9-RIG-103 S,营口_南沙
9,9.0,5.0,large,IC9-RIG-103 S,营口_南沙
0,0.0,379.0,large,IC9-RFF-392 S,营口_南沙
1,1.0,70.0,large,IC9-RFF-392 S,营口_南沙
2,2.0,62.0,large,IC9-RFF-392 S,营口_南沙
3,3.0,58.0,large,IC9-RFF-392 S,营口_南沙
4,4.0,29.0,large,IC9-RFF-392 S,营口_南沙
5,5.0,6.0,large,IC9-RFF-392 S,营口_南沙
6,6.0,10.0,large,IC9-RFF-392 S,营口_南沙
7,7.0,42.0,large,IC9-RFF-392 S,营口_南沙
8,8.0,34.0,large,IC9-RFF-392 S,营口_南沙
9,9.0,5.0,large,IC9-RFF-392 S,营口_南沙
0,0.0,380.0,large,IC9-Q55-106 S,营口_南沙
1,1.0,70.0,large,IC9-Q55-106 S,营口_南沙
2,2.0,62.0,large,IC9-Q55-106 S,营口_南沙
3,3.0,58.0,large,IC9-Q55-106 S,营口_南沙
4,4.0,39.0,large,IC9-Q55-106 S,营口_南沙
5,5.0,14.0,large,IC9-Q55-106 S,营口_南沙
6,6.0,15.0,large,IC9-Q55-106 S,营口_南沙
7,7.0,42.0,large,IC9-Q55-106 S,营口_南沙
8,8.0,34.0,large,IC9-Q55-106 S,营口_南沙
9,9.0,5.0,large,IC9-Q55-106 S,营口_南沙
10,10.0,2.0,large,IC9-Q55-106 S,营口_南沙
0,0.0,381.0,large,IC9-Q22-109 S,营口_南沙
1,1.0,71.0,large,IC9-Q22-109 S,营口_南沙
2,2.0,62.0,large,IC9-Q22-109 S,营口_南沙
3,3.0,61.0,large,IC9-Q22-109 S,营口_南沙
4,4.0,43.0,large,IC9-Q22-109 S,营口_南沙
5,5.0,18.0,large,IC9-Q22-109 S,营口_南沙
6,6.0,21.0,large,IC9-Q22-109 S,营口_南沙
7,7.0,49.0,large,IC9-Q22-109 S,营口_南沙
8,8.0,41.0,large,IC9-Q22-109 S,营口_南沙
9,9.0,7.0,large,IC9-Q22-109 S,营口_南沙
10,10.0,2.0,large,IC9-Q22-109 S,营口_南沙
0,0.0,383.0,large,CF66-TCT-053 S,营口_南沙
1,1.0,78.0,large,CF66-TCT-053 S,营口_南沙
2,2.0,63.0,large,CF66-TCT-053 S,营口_南沙
3,3.0,61.0,large,CF66-TCT-053 S,营口_南沙
4,4.0,44.0,large,CF66-TCT-053 S,营口_南沙
5,5.0,18.0,large,CF66-TCT-053 S,营口_南沙
6,6.0,21.0,large,CF66-TCT-053 S,营口_南沙
7,7.0,49.0,large,CF66-TCT-053 S,营口_南沙
8,8.0,41.0,large,CF66-TCT-053 S,营口_南沙
9,9.0,7.0,large,CF66-TCT-053 S,营口_南沙
10,10.0,2.0,large,CF66-TCT-053 S,营口_南沙
0,0.0,409.0,large,IC9-RIU-078 S,营口_南沙
1,1.0,80.0,large,IC9-RIU-078 S,营口_南沙
2,2.0,63.0,large,IC9-RIU-078 S,营口_南沙
3,3.0,63.0,large,IC9-RIU-078 S,营口_南沙
4,4.0,44.0,large,IC9-RIU-078 S,营口_南沙
5,5.0,18.0,large,IC9-RIU-078 S,营口_南沙
6,6.0,21.0,large,IC9-RIU-078 S,营口_南沙
7,7.0,49.0,large,IC9-RIU-078 S,营口_南沙
8,8.0,41.0,large,IC9-RIU-078 S,营口_南沙
9,9.0,7.0,large,IC9-RIU-078 S,营口_南沙
10,10.0,2.0,large,IC9-RIU-078 S,营口_南沙
0,0.0,430.0,large,IC20-S8Q-090 S,营口_南沙
1,1.0,89.0,large,IC20-S8Q-090 S,营口_南沙
2,2.0,63.0,large,IC20-S8Q-090 S,营口_南沙
3,3.0,63.0,large,IC20-S8Q-090 S,营口_南沙
4,4.0,44.0,large,IC20-S8Q-090 S,营口_南沙
5,5.0,18.0,large,IC20-S8Q-090 S,营口_南沙
6,6.0,21.0,large,IC20-S8Q-090 S,营口_南沙
7,7.0,49.0,large,IC20-S8Q-090 S,营口_南沙
8,8.0,41.0,large,IC20-S8Q-090 S,营口_南沙
9,9.0,7.0,large,IC20-S8Q-090 S,营口_南沙
10,10.0,2.0,large,IC20-S8Q-090 S,营口_南沙
0,0.0,432.0,large,IC9-RZD-217 S,营口_南沙
